population,state,regional_division,state,article_title,revision_id,article_quality
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hopewell Township, Mercer County, New Jersey",1179889796,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Holmdel Township, New Jersey",1179882388,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Weehawken, New Jersey",1177987866,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Springfield Township, Union County, New Jersey",1179888422,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Denville Township, New Jersey",1178950919,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Cinnaminson Township, New Jersey",1179885302,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Madison, New Jersey",1179890201,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"New Milford, New Jersey",1179890933,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wyckoff, New Jersey",1180497143,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"North Arlington, New Jersey",1179890952,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Franklin Township, Gloucester County, New Jersey",1179887190,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Readington Township, New Jersey",1179891601,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"South River, New Jersey",1178946148,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Warren Township, New Jersey",1179888039,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pequannock Township, New Jersey",1179891426,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Clark, New Jersey",1178969953,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Robbinsville Township, New Jersey",1180026240,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Tenafly, New Jersey",1179882512,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Haddon Township, New Jersey",1179889492,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Phillipsburg, New Jersey",1179891437,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mantua Township, New Jersey",1179890268,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Asbury Park, New Jersey",1179672947,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Highland Park, New Jersey",1179889721,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Metuchen, New Jersey",1179890394,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Fairview, New Jersey",1179887018,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Branchburg, New Jersey",1179884643,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ramsey, New Jersey",1180309563,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hammonton, New Jersey",1179889526,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hanover Township, New Jersey",1179889558,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Middlesex, New Jersey",1179890413,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Verona, New Jersey",1179888166,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hopatcong, New Jersey",1179889762,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Edgewater, New Jersey",1179882625,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Saddle Brook, New Jersey",1179891705,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Collingswood, New Jersey",1179886496,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Roselle Park, New Jersey",1178970951,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"New Providence, New Jersey",1179890942,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Harrison Township, New Jersey",1179889600,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Eatontown, New Jersey",1179886788,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Clinton Township, New Jersey",1179885570,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Woodland Park, New Jersey",1179887746,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Little Falls, New Jersey",1179890123,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Berkeley Heights, New Jersey",1179883827,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ridgefield Park, New Jersey",1179891605,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Cedar Grove, New Jersey",1179884857,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Red Bank, New Jersey",1179128492,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Florence Township, New Jersey",1178942915,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Lumberton, New Jersey",1180367175,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Oakland, New Jersey",1179891044,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pennsville Township, New Jersey",1179714657,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Florham Park, New Jersey",1179887087,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Woolwich Township, New Jersey",1179887713,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Haddonfield, New Jersey",1179885010,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Upper Township, New Jersey",1179888180,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Freehold Borough, New Jersey",1179882518,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Somerville, New Jersey",1179888589,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Glen Rock, New Jersey",1179888854,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hasbrouck Heights, New Jersey",1179889618,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"River Edge, New Jersey",1179891621,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Guttenberg, New Jersey",1179891781,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bound Brook, New Jersey",1178961201,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wallington, New Jersey",1179888118,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bordentown Township, New Jersey",1178942482,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ringwood, New Jersey",1179891615,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bellmawr, New Jersey",1179883778,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"East Greenwich Township, New Jersey",1179886773,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ridgefield, New Jersey",1179891611,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Gloucester City, New Jersey",1179888870,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wanaque, New Jersey",1179888105,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Westwood, New Jersey",1179887960,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ocean City, New Jersey",1179239332,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pompton Lakes, New Jersey",1179891534,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"East Hanover Township, New Jersey",1178950979,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Franklin Lakes, New Jersey",1179887157,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Totowa, New Jersey",1179888254,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"West Caldwell, New Jersey",1179888000,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Little Ferry, New Jersey",1179890127,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Chatham Township, New Jersey",1179884928,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Manville, New Jersey",1179890280,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Lincoln Park, New Jersey",1178951121,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Beachwood, New Jersey",1179883675,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wantage Township, New Jersey",1179888046,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pine Hill, New Jersey",1179891448,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Somers Point, New Jersey",1179888663,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Waterford Township, New Jersey",1179888009,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Millstone Township, New Jersey",1179890446,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Southampton Township, New Jersey",1178943923,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hackettstown, New Jersey",1178124915,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hillsdale, New Jersey",1166821592,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wood-Ridge, New Jersey",1179887770,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Maywood, New Jersey",1179890363,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Waldwick, New Jersey",1176594910,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"East Rutherford, New Jersey",1177315419,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mount Holly, New Jersey",1180367220,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Kinnelon, New Jersey",1179889969,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Woodbury, New Jersey",1170355605,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Colts Neck Township, New Jersey",1179886513,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"River Vale, New Jersey",1173124420,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Keansburg, New Jersey",1178947987,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Burlington, New Jersey",1179884714,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Matawan, New Jersey",1179890342,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Chesterfield Township, New Jersey",1179885296,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"South Amboy, New Jersey",1179888547,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Leonia, New Jersey",1179890095,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Washington Township, Bergen County, New Jersey",1180414499,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Chatham Borough, New Jersey",1179884892,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ventnor City, New Jersey",1178926488,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Cresskill, New Jersey",1179886577,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Absecon, New Jersey",1178925366,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Westampton, New Jersey",1178944072,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Haledon, New Jersey",1179889509,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Caldwell, New Jersey",1179884788,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Edgewater Park, New Jersey",1178942801,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"North Haledon, New Jersey",1179891011,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mansfield Township, Burlington County, New Jersey",1178943018,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Park Ridge, New Jersey",1179891337,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ocean Township, Ocean County, New Jersey",1179891094,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Boonton, New Jersey",1179884572,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Clayton, New Jersey",1179885352,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pitman, New Jersey",1179891458,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bogota, New Jersey",1179884491,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pittsgrove Township, New Jersey",1179891466,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Lopatcong Township, New Jersey",1179890178,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Audubon, New Jersey",1179882948,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Carneys Point Township, New Jersey",1179884837,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Long Hill Township, New Jersey",1179890173,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Closter, New Jersey",1179886435,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"West Long Branch, New Jersey",1179882571,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Montvale, New Jersey",1179890536,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Northfield, New Jersey",1178926317,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Kenilworth, New Jersey",1179889949,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Newton, New Jersey",1180497655,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Upper Saddle River, New Jersey",1179888184,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Runnemede, New Jersey",1179891703,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bedminster, New Jersey",1180108673,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Oradell, New Jersey",1179891291,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Spotswood, New Jersey",1179888472,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hardyston Township, New Jersey",1179889580,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Plumsted Township, New Jersey",1179891511,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Butler, New Jersey",1179884725,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Byram Township, New Jersey",1179884735,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Riverside Township, New Jersey",1178943821,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"North Hanover Township, New Jersey",1178943703,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bernardsville, New Jersey",1179884392,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Fairfield Township, Essex County, New Jersey",1179887009,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Raritan, New Jersey",1179891592,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Glen Ridge, New Jersey",1179888839,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mansfield Township, Warren County, New Jersey",1179890260,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bloomingdale, New Jersey",1180433411,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Fanwood, New Jersey",1179887025,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Brigantine, New Jersey",1178925543,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Chester Township, New Jersey",1179885284,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Upper Deerfield Township, New Jersey",1179888205,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Dunellen, New Jersey",1179886732,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Haddon Heights, New Jersey",1179889489,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Berlin, New Jersey",1179883865,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Palmyra, New Jersey",1178943730,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Rumson, New Jersey",1179891698,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Washington, New Jersey",1179888021,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Emerson, New Jersey",1173973385,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Green Brook Township, New Jersey",1179888895,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Upper Freehold Township, New Jersey",1179888187,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wharton, New Jersey",1179887958,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Keyport, New Jersey",1179889958,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Barrington, New Jersey",1179883621,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Milltown, New Jersey",1179890455,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Buena Vista Township, New Jersey",1178925650,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mountainside, New Jersey",1179890918,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Midland Park, New Jersey",1179890425,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Stratford, New Jersey",1179888347,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Linwood, New Jersey",1178926186,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Allendale, New Jersey",1176174862,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Tabernacle Township, New Jersey",1178944018,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"North Caldwell, New Jersey",1179890969,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Rockaway, New Jersey",1179891644,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Union Township, Hunterdon County, New Jersey",1179888212,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Washington Township, Warren County, New Jersey",1169967538,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Shamong Township, New Jersey",1178943895,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Watchung, New Jersey",1179888018,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Carlstadt, New Jersey",1179884819,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Prospect Park, New Jersey",1179891558,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"New Hanover Township, New Jersey",1178943681,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Roseland, New Jersey",1179891679,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Dennis Township, New Jersey",1179886671,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Fair Haven, New Jersey",1179886988,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Maurice River Township, New Jersey",1179890355,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Paulsboro, New Jersey",1179891344,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Lebanon Township, New Jersey",1179890054,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Eastampton Township, New Jersey",1178942766,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Morris Plains, New Jersey",1178953390,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Oceanport, New Jersey",1178949562,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Little Silver, New Jersey",1178948131,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Woodcliff Lake, New Jersey",1179887755,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hainesport Township, New Jersey",1179889502,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mendham Township, New Jersey",1179890374,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Logan Township, New Jersey",1179890155,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Andover Township, New Jersey",1179882859,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Manasquan, New Jersey",1179890241,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mount Arlington, New Jersey",1179890609,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Belmar, New Jersey",1180092023,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hightstown, New Jersey",1179889741,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Old Tappan, New Jersey",1175278260,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Tewksbury Township, New Jersey",1179888280,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Berlin Township, New Jersey",1179883850,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mullica Township, New Jersey",1178926273,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Rochelle Park, New Jersey",1180251430,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Jamesburg, New Jersey",1179889917,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Union Beach, New Jersey",1179888218,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Blairstown, New Jersey",1179884458,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Norwood, New Jersey",1179891027,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Somerdale, New Jersey",1179888673,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Fairfield Township, Cumberland County, New Jersey",1179886999,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Greenwich Township, Warren County, New Jersey",1179888925,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Independence Township, New Jersey",1179889831,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Englewood Cliffs, New Jersey",1179882211,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Clementon, New Jersey",1176043699,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Allamuchy Township, New Jersey",1176414499,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Margate City, New Jersey",1179890306,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Frankford Township, New Jersey",1179887134,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Salem, New Jersey",1179891723,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Holland Township, New Jersey",1179889756,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Wildwood, New Jersey",1179887879,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Brielle, New Jersey",1179884683,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Demarest, New Jersey",1179886658,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mendham Borough, New Jersey",1179890371,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Greenwich Township, Gloucester County, New Jersey",1179888913,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Franklin, New Jersey",1178962903,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hampton Township, New Jersey",1179889542,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Spring Lake Heights, New Jersey",1179888463,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Flemington, New Jersey",1179887070,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"South Bound Brook, New Jersey",1178961807,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Penns Grove, New Jersey",1179891389,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Delanco Township, New Jersey",1178942649,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Alexandria Township, New Jersey",1179882768,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Point Pleasant Beach, New Jersey",1179891530,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Northvale, New Jersey",1179891020,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Harrington Park, New Jersey",1179889593,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Commercial Township, New Jersey",1179886520,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mount Ephraim, New Jersey",1179890615,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Neptune City, New Jersey",1179890922,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Highlands, New Jersey",1179889726,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"White Township, New Jersey",1179887941,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Delaware Township, Hunterdon County, New Jersey",1176126815,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Buena, New Jersey",1178925584,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mountain Lakes, New Jersey",1180258825,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Garwood, New Jersey",1179887447,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Elk Township, New Jersey",1179886806,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Atlantic Highlands, New Jersey",1179882893,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Egg Harbor City, New Jersey",1179886798,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Hopewell Township, Cumberland County, New Jersey",1179889771,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Boonton Township, New Jersey",1179884513,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Magnolia, New Jersey",1179890204,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bradley Beach, New Jersey",1179884607,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Medford Lakes, New Jersey",1178943118,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Westville, New Jersey",1179887966,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Ho-Ho-Kus, New Jersey",1179889747,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Shrewsbury, New Jersey",1179888765,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Pilesgrove Township, New Jersey",1179891444,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Lambertville, New Jersey",1179890009,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Riverdale, New Jersey",1179891626,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Mine Hill Township, New Jersey",1179890472,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Stillwater Township, New Jersey",1179888390,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Bordentown, New Jersey",1178942446,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Oaklyn, New Jersey",1179891049,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"East Amwell Township, New Jersey",1179886761,B
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Harding Township, New Jersey",1179889571,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Cranbury, New Jersey",1179886565,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Merchantville, New Jersey",1179890376,FA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Kingwood Township, New Jersey",1176047099,GA
9261699,New Jersey,Northeast_Middle Atlantic,New Jersey,"Montague Township, New Jersey",1180196619,GA
